,default_chances,D,Greenspace,S urban cluster,S_green,entropy,chi2_statistic,p_value,world
0,[0.  0.1 0.  0.5 0.  0.1 0.  0.  0. ],-1.9675418093686479,0.2283,7715,7,0.5372140390580981,2952.8356,0.0,"[[1. 1. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 0. 0. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
1,[0.  0.1 0.  0.5 0.  0.5 0.  0.  0. ],-1.981049241636158,0.1407,8593,6,0.4062321559889357,5163.8596,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
2,[0.  0.1 0.  0.5 0.1 0.  0.  0.  0. ],-1.9638572410473467,0.2503,7490,11,0.562664488369364,2494.0036,0.0,"[[1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]]"
3,[0.  0.1 0.  0.5 0.1 0.1 0.  0.  0. ],-1.9716275618627608,0.2031,7968,4,0.5046700202105411,3525.9844,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
4,[0.  0.1 0.  0.5 0.1 0.5 0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
5,[0.  0.1 0.  0.5 0.5 0.  0.  0.  0. ],-1.9768038910910137,0.1694,8304,5,0.4549335597824755,4371.8544,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
6,[0.  0.1 0.  0.5 0.5 0.1 0.  0.  0. ],-1.9815137768923696,0.1375,8624,4,0.40039917444896944,5256.25,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
7,[0.  0.1 0.  0.5 0.5 0.5 0.  0.  0. ],-1.9892257486451703,0.0826,9174,3,0.28507399709421055,6968.9104,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
8,[0.  0.1 0.1 0.  0.  0.  0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
9,[0.  0.1 0.1 0.  0.  0.1 0.  0.  0. ],-1.9642119688982838,0.2488,7497,14,0.5610129657649062,2524.0576,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
10,[0.  0.1 0.1 0.  0.  0.5 0.  0.  0. ],-1.9738558844975052,0.1874,8110,16,0.4824308986451304,3908.7504,0.0,"[[1. 0. 0. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 0.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 0. 1. 1.]]"
11,[0.  0.1 0.1 0.  0.1 0.  0.  0.  0. ],-1.9479765112447676,0.3405,6459,9,0.6413665680811045,1017.61,2.6700523610259646e-223,"[[0. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [0. 0. 1. ... 1. 0. 1.]]"
12,[0.  0.1 0.1 0.  0.1 0.1 0.  0.  0. ],-1.9655872707352142,0.2407,7589,4,0.5518854614341889,2689.4596,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
13,[0.  0.1 0.1 0.  0.1 0.5 0.  0.  0. ],-1.9791884014292744,0.1534,8465,4,0.42856167686148633,4805.2624,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [0. 1. 1. ... 1. 1. 0.]]"
14,[0.  0.1 0.1 0.  0.5 0.  0.  0.  0. ],-1.9673036416352347,0.2302,7693,8,0.5395178908306323,2911.6816,0.0,"[[0. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
15,[0.  0.1 0.1 0.  0.5 0.1 0.  0.  0. ],-1.9746182260352316,0.1838,8162,6,0.47710695696904354,3999.2976,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [0. 0. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 0.]]"
16,[0.  0.1 0.1 0.  0.5 0.5 0.  0.  0. ],-1.9853800803969688,0.1104,8896,7,0.34735081706354604,6071.5264,0.0,"[[1. 1. 1. ... 1. 0. 0.]
 [1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
17,[0.  0.1 0.1 0.1 0.  0.  0.  0.  0. ],-1.932542908065227,0.4163,1914,15,0.6790696162434617,280.2276,6.698818733510167e-63,"[[1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 0. 1. ... 0. 0. 0.]
 ...
 [0. 1. 0. ... 0. 0. 1.]
 [1. 1. 0. ... 1. 1. 0.]
 [1. 0. 1. ... 1. 1. 1.]]"
18,[0.  0.1 0.1 0.1 0.  0.1 0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
19,[0.  0.1 0.1 0.1 0.  0.5 0.  0.  0. ],-1.9770244680339055,0.1677,8321,6,0.45222045704395564,4416.9316,0.0,"[[1. 0. 0. ... 1. 1. 0.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
20,[0.  0.1 0.1 0.1 0.1 0.  0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
21,[0.  0.1 0.1 0.1 0.1 0.1 0.  0.  0. ],-1.9655378835159356,0.241,7589,5,0.5522298689676061,2683.24,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
22,[0.  0.1 0.1 0.1 0.1 0.5 0.  0.  0. ],-1.9796451849430932,0.1503,8496,4,0.4232291153750016,4891.6036,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [0. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
23,[0.  0.1 0.1 0.1 0.5 0.  0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
24,[0.  0.1 0.1 0.1 0.5 0.1 0.  0.  0. ],-1.9764875192154854,0.1715,8284,5,0.4582566994152163,4316.49,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
25,[0.  0.1 0.1 0.1 0.5 0.5 0.  0.  0. ],-1.9867353972301791,0.1007,8993,3,0.32661831399949975,6377.6196,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
26,[0.  0.1 0.1 0.5 0.  0.  0.  0.  0. ],-1.9559437401110558,0.2963,6992,10,0.6076966275322749,1659.7476,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
27,[0.  0.1 0.1 0.5 0.  0.1 0.  0.  0. ],-1.966929685692986,0.2325,7671,4,0.5422795186766762,2862.25,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
28,[0.  0.1 0.1 0.5 0.  0.5 0.  0.  0. ],-1.9796451849430932,0.1503,8497,6,0.4232291153750016,4891.6036,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
29,[0.  0.1 0.1 0.5 0.1 0.  0.  0.  0. ],-1.9618788581541424,0.2629,7358,6,0.5760684227920722,2248.6564,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
30,[0.  0.1 0.1 0.5 0.1 0.1 0.  0.  0. ],-1.9701922376407672,0.2122,7878,5,0.5168569566138705,3313.1536,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
31,[0.  0.1 0.1 0.5 0.1 0.5 0.  0.  0. ],-1.9815137768923696,0.1375,8625,4,0.40039917444896944,5256.25,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
32,[0.  0.1 0.1 0.5 0.5 0.  0.  0.  0. ],-1.9760341655499327,0.1745,8255,7,0.46295027466169314,4238.01,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
33,[0.  0.1 0.1 0.5 0.5 0.1 0.  0.  0. ],-1.9795569054314712,0.1509,8491,4,0.42426705750085486,4874.8324,0.0,"[[1. 1. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
34,[0.  0.1 0.1 0.5 0.5 0.5 0.  0.  0. ],-1.9881586376377467,0.0904,9096,3,0.3034623015692637,6710.8864,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
35,[0.  0.1 0.5 0.  0.  0.  0.  0.  0. ],-1.9326345619135625,0.4139,3717,23,0.6782466031345473,296.5284,1.8798817910222163e-66,"[[1. 0. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [0. 1. 0. ... 1. 0. 1.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 0.]
 [1. 0. 1. ... 0. 1. 1.]]"
36,[0.  0.1 0.5 0.  0.  0.1 0.  0.  0. ],-1.9594292962319821,0.2766,7221,10,0.5897134058836176,1996.3024,0.0,"[[1. 0. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]]"
37,[0.  0.1 0.5 0.  0.  0.5 0.  0.  0. ],-1.9710267621359316,0.2067,7926,6,0.5095514684554823,3440.9956,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 0.]]"
38,[0.  0.1 0.5 0.  0.1 0.  0.  0.  0. ],-1.9494833793180857,0.3325,6601,9,0.6359349824920824,1122.25,4.819677390241213e-246,"[[0. 1. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 0.]]"
39,[0.  0.1 0.5 0.  0.1 0.1 0.  0.  0. ],-1.9631943898461421,0.2551,7447,6,0.5678690180242983,2399.0404,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 0. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
40,[0.  0.1 0.5 0.  0.1 0.5 0.  0.  0. ],-1.973742395520684,0.1895,8105,4,0.485497146812197,3856.41,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
41,[0.  0.1 0.5 0.  0.5 0.  0.  0.  0. ],-1.9643782245523842,0.2478,7497,8,0.5599052655471489,2544.1936,0.0,"[[0. 1. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]]"
42,[0.  0.1 0.5 0.  0.5 0.1 0.  0.  0. ],-1.9706672452698384,0.2092,7907,4,0.5128947996105864,3382.5856,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
43,[0.  0.1 0.5 0.  0.5 0.5 0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
44,[0.  0.1 0.5 0.1 0.  0.  0.  0.  0. ],-1.942222467317527,0.37,6001,12,0.6589556806830628,676.0,4.952126631006709e-149,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 1. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
45,[0.  0.1 0.5 0.1 0.  0.1 0.  0.  0. ],-1.9613010589022284,0.2663,7336,6,0.5795439072334749,2184.6276,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
46,[0.  0.1 0.5 0.1 0.  0.5 0.  0.  0. ],-1.9717999511213096,0.202,7978,7,0.5031625433421463,3552.16,0.0,"[[1. 1. 1. ... 0. 1. 1.]
 [0. 1. 1. ... 1. 1. 0.]
 [0. 1. 0. ... 1. 1. 0.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 0. 1.]]"
47,[0.  0.1 0.5 0.1 0.1 0.  0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
48,[0.  0.1 0.5 0.1 0.1 0.1 0.  0.  0. ],-1.963646558866362,0.2524,7475,5,0.5649564866971111,2452.2304,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
49,[0.  0.1 0.5 0.1 0.1 0.5 0.  0.  0. ],-1.9743423105028688,0.1856,8144,4,0.4797796455883145,3953.8944,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
50,[0.  0.1 0.5 0.1 0.5 0.  0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
51,[0.  0.1 0.5 0.1 0.5 0.1 0.  0.  0. ],-1.971282068321708,0.2053,7947,6,0.5076625757331351,3473.9236,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
52,[0.  0.1 0.5 0.1 0.5 0.5 0.  0.  0. ],-1.9806559424442114,0.1434,8565,4,0.411087785648925,5086.5424,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
53,[0.  0.1 0.5 0.5 0.  0.  0.  0.  0. ],-1.9578121293292137,0.2863,7092,9,0.5988054330009417,1826.7076,0.0,"[[1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]]"
54,[0.  0.1 0.5 0.5 0.  0.1 0.  0.  0. ],-1.966211158730407,0.2369,7629,5,0.5474802002212473,2768.8644,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
55,[0.  0.1 0.5 0.5 0.  0.5 0.  0.  0. ],-1.9756247363622337,0.1772,8225,5,0.4671210471978409,4167.9936,0.0,"[[1. 0. 1. ... 0. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
56,[0.  0.1 0.5 0.5 0.1 0.  0.  0.  0. ],-1.9631943898461421,0.2551,7438,9,0.5678690180242983,2399.0404,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [0. 1. 0. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
57,[0.  0.1 0.5 0.5 0.1 0.1 0.  0.  0. ],-1.9692207850574068,0.2183,7817,5,0.5247478922114976,3174.1956,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 0.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
58,[0.  0.1 0.5 0.5 0.1 0.5 0.  0.  0. ],-1.977299434398488,0.1661,8339,4,0.44964803699927736,4459.5684,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
59,[0.  0.1 0.5 0.5 0.5 0.  0.  0.  0. ],-1.973634412980202,0.1902,8094,5,0.4865128367772601,3839.0416,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]]"
60,[0.  0.1 0.5 0.5 0.5 0.1 0.  0.  0. ],0.0,0.9999,1,9999,0.0010210290370309323,9996.0004,0.0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
61,[0.  0.1 0.5 0.5 0.5 0.5 0.  0.  0. ],-1.9840809002427013,0.1196,8804,3,0.3661272609028692,5788.1664,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
62,[0.  0.5 0.  0.  0.  0.  0.  0.  0. ],-1.8953653148491665,0.5547,18,164,0.68715100624179,119.6836,7.419990867603079e-28,"[[1. 1. 0. ... 0. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]
 ...
 [0. 1. 0. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 1. 1. 1.]]"
