,default_chances,D,Greenspace,S urban cluster,S_green,entropy,chi2_statistic,p_value,world
63,[0.  0.5 0.  0.  0.  0.1 0.  0.  0. ],-1.961051782148962,0.2626,7308,20,0.5757589055664649,2254.3504,0.0,"[[1. 0. 0. ... 1. 0. 1.]
 [0. 1. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 0. 0.]]"
64,[0.  0.5 0.  0.  0.  0.5 0.  0.  0. ],-1.9675927908211739,0.2256,7696,19,0.5339048667057271,3011.8144,0.0,"[[0. 1. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 0. 1.]
 [0. 1. 1. ... 0. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 1. 0.]
 [1. 0. 1. ... 1. 0. 1.]]"
65,[0.  0.5 0.  0.  0.1 0.  0.  0.  0. ],-1.9440270837019156,0.3603,6210,17,0.6535906087483916,780.6436,8.720777274047084e-172,"[[1. 1. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 0. 0.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [0. 1. 1. ... 1. 1. 0.]]"
66,[0.  0.5 0.  0.  0.1 0.1 0.  0.  0. ],-1.9629256638041397,0.2567,7432,5,0.5695768422282503,2367.7956,0.0,"[[1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
67,[0.  0.5 0.  0.  0.1 0.5 0.  0.  0. ],-1.972611678500514,0.1968,8030,5,0.4959341524627129,3677.2096,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 0. 0. 0.]]"
68,[0.  0.5 0.  0.  0.5 0.  0.  0.  0. ],-1.95449869095977,0.304,6932,10,0.6142154941618896,1536.64,0.0,"[[1. 1. 1. ... 1. 1. 0.]
 [1. 0. 1. ... 0. 1. 0.]
 [1. 1. 0. ... 1. 1. 0.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [0. 1. 1. ... 0. 1. 0.]]"
69,[0.  0.5 0.  0.  0.5 0.1 0.  0.  0. ],-1.9646455598433998,0.2464,7535,5,0.5583454688509109,2572.5184,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 0.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
70,[0.  0.5 0.  0.  0.5 0.5 0.  0.  0. ],-1.9731705709652867,0.1932,8068,10,0.49082987054915705,3765.0496,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
71,[0.  0.5 0.  0.1 0.  0.  0.  0.  0. ],-1.9253088418375435,0.4482,170,24,0.6877710594055635,107.3296,3.769620373123424e-25,"[[0. 0. 1. ... 0. 1. 1.]
 [0. 0. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [0. 0. 1. ... 0. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]]"
72,[0.  0.5 0.  0.1 0.  0.1 0.  0.  0. ],-1.960959924920097,0.2683,7307,8,0.581560640713943,2147.3956,0.0,"[[1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 0.]
 [0. 1. 1. ... 0. 1. 1.]
 ...
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
73,[0.  0.5 0.  0.1 0.  0.5 0.  0.  0. ],-1.9698205523489065,0.2141,7849,8,0.5193384412734048,3269.5524,0.0,"[[0. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 0. 0.]
 [1. 1. 1. ... 1. 0. 0.]]"
74,[0.  0.5 0.  0.1 0.1 0.  0.  0.  0. ],-1.9455151316092263,0.353,6334,8,0.6492840023426005,864.36,5.49164608422639e-190,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 ...
 [1. 1. 0. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
75,[0.  0.5 0.  0.1 0.1 0.1 0.  0.  0. ],-1.961386197100736,0.2658,7338,6,0.5790365288468811,2193.9856,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
76,[0.  0.5 0.  0.1 0.1 0.5 0.  0.  0. ],-1.9722376901214012,0.1992,8008,4,0.4992913860449484,3619.2256,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
77,[0.  0.5 0.  0.1 0.5 0.  0.  0.  0. ],-1.9571798906823454,0.2901,7090,6,0.6022411967154034,1762.3204,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]]"
78,[0.  0.5 0.  0.1 0.5 0.1 0.  0.  0. ],-1.9660144777349176,0.2381,7619,5,0.5488799232358746,2743.6644,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
79,[0.  0.5 0.  0.1 0.5 0.5 0.  0.  0. ],-1.9740965398105712,0.1872,8128,4,0.4821373685504715,3913.7536,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
80,[0.  0.5 0.  0.5 0.  0.  0.  0.  0. ],-1.9428011007013288,0.3653,5826,15,0.6564067947900494,725.7636,7.471069866065922e-160,"[[1. 0. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [0. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
81,[0.  0.5 0.  0.5 0.  0.1 0.  0.  0. ],-1.9616572669469312,0.264,7357,9,0.5771993483670567,2227.84,0.0,"[[1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]]"
82,[0.  0.5 0.  0.5 0.  0.5 0.  0.  0. ],-1.969842747664863,0.2144,7852,5,0.5197282898315507,3262.6944,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
83,[0.  0.5 0.  0.5 0.1 0.  0.  0.  0. ],-1.9515463934061883,0.3212,6758,9,0.6277706770955995,1278.7776,4.625684044346282e-280,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 1. 1.]
 ...
 [0. 0. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
84,[0.  0.5 0.  0.5 0.1 0.1 0.  0.  0. ],-1.9631608306738786,0.2553,7447,5,0.5680832316637142,2395.1236,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]]"
85,[0.  0.5 0.  0.5 0.1 0.5 0.  0.  0. ],-1.9718469251330468,0.2017,7982,4,0.502750111805577,3559.3156,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
86,[0.  0.5 0.  0.5 0.5 0.  0.  0.  0. ],-1.9641637063785697,0.2493,7495,10,0.5615648085357068,2514.0196,0.0,"[[1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
87,[0.  0.5 0.  0.5 0.5 0.1 0.  0.  0. ],-1.9693645898691325,0.2174,7826,4,0.5235974758142177,3194.5104,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
88,[0.  0.5 0.  0.5 0.5 0.5 0.  0.  0. ],-1.976788843910602,0.1695,8304,5,0.4550925128072546,4369.21,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
89,[0.  0.5 0.1 0.  0.  0.  0.  0.  0. ],-1.911053535085464,0.5056,49,79,0.6930844592486134,1.2544,0.26271376208545827,"[[1. 0. 0. ... 1. 1. 1.]
 [0. 1. 1. ... 0. 0. 1.]
 [1. 1. 0. ... 0. 0. 0.]
 ...
 [1. 1. 0. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]]"
90,[0.  0.5 0.1 0.  0.  0.1 0.  0.  0. ],-1.961023934851544,0.2669,7309,11,0.580151072452104,2173.4244,0.0,"[[1. 0. 1. ... 0. 0. 1.]
 [0. 1. 1. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
91,[0.  0.5 0.1 0.  0.  0.5 0.  0.  0. ],-1.9683811082161622,0.2231,7757,20,0.5308036197153028,3066.9444,0.0,"[[1. 0. 0. ... 0. 0. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 0.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]]"
92,[0.  0.5 0.1 0.  0.1 0.  0.  0.  0. ],-1.9441474230281897,0.3604,6224,14,0.65364799328565,779.5264,1.5256759070198332e-171,"[[1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [0. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
93,[0.  0.5 0.1 0.  0.1 0.1 0.  0.  0. ],-1.9613180911825623,0.2662,7334,5,0.5794425339675527,2186.4976,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
94,[0.  0.5 0.1 0.  0.1 0.5 0.  0.  0. ],-1.9707304434288366,0.2088,7911,4,0.5123624140674786,3391.8976,0.0,"[[0. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
95,[0.  0.5 0.1 0.  0.5 0.  0.  0.  0. ],-1.9549964349229954,0.3022,6940,9,0.6127168495572846,1564.9936,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [0. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
96,[0.  0.5 0.1 0.  0.5 0.1 0.  0.  0. ],-1.964728450578518,0.2459,7539,5,0.5577858426226049,2582.6724,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
97,[0.  0.5 0.1 0.  0.5 0.5 0.  0.  0. ],-1.9732015473830324,0.193,8066,8,0.49054387222964546,3769.96,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
98,[0.  0.5 0.1 0.1 0.  0.  0.  0.  0. ],-1.9283979240103144,0.4355,169,16,0.6848034486603332,166.41,4.500971786830181e-38,"[[1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 0.]]"
99,[0.  0.5 0.1 0.1 0.  0.1 0.  0.  0. ],-1.9608053593757917,0.269,7306,10,0.5822616787921543,2134.44,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 0. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
100,[0.  0.5 0.1 0.1 0.  0.5 0.  0.  0. ],-1.9689006251365533,0.2203,7792,6,0.5272873991911315,3129.2836,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 0.]
 ...
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
101,[0.  0.5 0.1 0.1 0.1 0.  0.  0.  0. ],-1.9455270808754894,0.3533,6350,9,0.6494655688086852,860.8356,3.2055418594456515e-189,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [1. 0. 0. ... 0. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
102,[0.  0.5 0.1 0.1 0.1 0.1 0.  0.  0. ],-1.960617857218498,0.2703,7294,6,0.583556998643886,2110.4836,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 0. 1.]
 ...
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
103,[0.  0.5 0.1 0.1 0.1 0.5 0.  0.  0. ],-1.970524932454965,0.2101,7898,7,0.5140891330235735,3361.6804,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]]"
104,[0.  0.5 0.1 0.1 0.5 0.  0.  0.  0. ],-1.9577594931228104,0.2868,7119,7,0.5992615327123293,1818.1696,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
105,[0.  0.5 0.1 0.1 0.5 0.1 0.  0.  0. ],-1.9655708104972245,0.2408,7592,6,0.5520003186401603,2687.3856,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]]"
106,[0.  0.5 0.1 0.1 0.5 0.5 0.  0.  0. ],-1.9743269639863938,0.1857,8143,3,0.4799274982963002,3951.3796,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]]"
107,[0.  0.5 0.1 0.5 0.  0.  0.  0.  0. ],-1.9449925090505884,0.3557,6069,20,0.65090393248409,832.8996,3.795541428603556e-183,"[[1. 0. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
108,[0.  0.5 0.1 0.5 0.  0.1 0.  0.  0. ],-1.962251309777499,0.2607,7390,8,0.5737878224713547,2290.5796,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 0.]
 [1. 1. 0. ... 0. 1. 0.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
109,[0.  0.5 0.1 0.5 0.  0.5 0.  0.  0. ],-1.9694124880581914,0.2171,7818,5,0.5232129464133995,3201.2964,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
110,[0.  0.5 0.1 0.5 0.1 0.  0.  0.  0. ],-1.9532092780646355,0.3123,6825,7,0.620928589981426,1409.2516,2.051357801920511e-308,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
111,[0.  0.5 0.1 0.5 0.1 0.1 0.  0.  0. ],-1.9632782483722409,0.2546,7452,5,0.5673325627516825,2408.8464,0.0,"[[1. 1. 0. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
112,[0.  0.5 0.1 0.5 0.1 0.5 0.  0.  0. ],-1.9714706377377273,0.2041,7957,6,0.5060339654375179,3502.2724,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
113,[0.  0.5 0.1 0.5 0.5 0.  0.  0.  0. ],-1.964710073809387,0.2458,7531,8,0.5576737556526532,2584.7056,0.0,"[[1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
114,[0.  0.5 0.1 0.5 0.5 0.1 0.  0.  0. ],-1.9700493825784344,0.2131,7869,4,0.518035079965789,3292.4644,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
115,[0.  0.5 0.1 0.5 0.5 0.5 0.  0.  0. ],-1.976879099829371,0.1689,8311,4,0.4541377279190252,4385.0884,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
116,[0.  0.5 0.5 0.  0.  0.  0.  0.  0. ],-1.932305181332608,0.4161,1543,22,0.6790019377336234,281.5684,3.4183612331463806e-63,"[[1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 0.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [0. 0. 1. ... 1. 0. 0.]
 [1. 1. 1. ... 1. 1. 1.]]"
117,[0.  0.5 0.5 0.  0.  0.1 0.  0.  0. ],-1.9588234214088895,0.2803,7184,9,0.5932364327645259,1930.7236,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
118,[0.  0.5 0.5 0.  0.  0.5 0.  0.  0. ],-1.9654699995362896,0.2412,7570,9,0.5524592006190062,2679.0976,0.0,"[[1. 0. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [0. 0. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 0. 0. 1.]]"
119,[0.  0.5 0.5 0.  0.1 0.  0.  0.  0. ],-1.9472352726770974,0.3444,6456,10,0.643910924506927,968.4544,1.2919694268904282e-212,"[[1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
120,[0.  0.5 0.5 0.  0.1 0.1 0.  0.  0. ],-1.9613010589022284,0.2663,7337,6,0.5795439072334749,2184.6276,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 1. 0. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]]"
121,[0.  0.5 0.5 0.  0.1 0.5 0.  0.  0. ],-1.969140821936913,0.2188,7811,4,0.525384960485501,3162.9376,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
122,[0.  0.5 0.5 0.  0.5 0.  0.  0.  0. ],-1.9584584566715966,0.2828,7149,7,0.5955784048711401,1887.0336,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 0. 1.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]]"
123,[0.  0.5 0.5 0.  0.5 0.1 0.  0.  0. ],-1.9653071514189335,0.2424,7573,5,0.5538306052431028,2654.3104,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
124,[0.  0.5 0.5 0.  0.5 0.5 0.  0.  0. ],-1.9728603837701675,0.1952,8048,4,0.49367577290819975,3716.1216,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
125,[0.  0.5 0.5 0.1 0.  0.  0.  0.  0. ],-1.9394859336814518,0.3833,4282,16,0.6656565501785623,544.7556,1.7412858651351633e-120,"[[1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 0.]
 [1. 1. 0. ... 0. 0. 1.]
 ...
 [1. 1. 0. ... 0. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
